Owner,Repo,Stars,Forks,Language,URL
microsoft,SDN,499,537,PowerShell,https://github.com/microsoft/SDN
microsoft,SdnDiagnostics,29,4,PowerShell,https://github.com/microsoft/SdnDiagnostics
microsoft,SDNet,187,117,Python,https://github.com/microsoft/SDNet
microsoft,SDR,45,13,Python,https://github.com/microsoft/SDR
microsoft,SEAL,3874,746,C++,https://github.com/microsoft/SEAL
microsoft,SEAL-Embedded,51,16,C,https://github.com/microsoft/SEAL-Embedded
microsoft,SealPIR,153,58,C++,https://github.com/microsoft/SealPIR
microsoft,Search4Code,32,0,,https://github.com/microsoft/Search4Code
microsoft,Seasons-of-Serverless,79,13,,https://github.com/microsoft/Seasons-of-Serverless
microsoft,SecCon-Framework,282,49,,https://github.com/microsoft/SecCon-Framework
microsoft,Secdeploymentplan,2,0,,https://github.com/microsoft/Secdeploymentplan
microsoft,secmgmt-insights-connector,13,3,,https://github.com/microsoft/secmgmt-insights-connector
microsoft,secmgmt-open-powershell,12,9,C#,https://github.com/microsoft/secmgmt-open-powershell
microsoft,SeCom,41,2,Jupyter Notebook,https://github.com/microsoft/SeCom
microsoft,secrets-detection,2,1,,https://github.com/microsoft/secrets-detection
microsoft,secrets-rotation,5,1,,https://github.com/microsoft/secrets-rotation
microsoft,secrets-store,2,1,,https://github.com/microsoft/secrets-store
microsoft,SecRL,11,2,Jupyter Notebook,https://github.com/microsoft/SecRL
microsoft,SecSol-JP,4,2,,https://github.com/microsoft/SecSol-JP
microsoft,secure-azureai-agent,5,1,Jupyter Notebook,https://github.com/microsoft/secure-azureai-agent
microsoft,secure-data-sandbox,12,6,TypeScript,https://github.com/microsoft/secure-data-sandbox
microsoft,secure-my-api,2,1,Python,https://github.com/microsoft/secure-my-api
microsoft,secure-software-supply-chain-on-aks,4,4,Shell,https://github.com/microsoft/secure-software-supply-chain-on-aks
microsoft,Secure-Supply-Chain,26,2,,https://github.com/microsoft/Secure-Supply-Chain
microsoft,secureboot_objects,101,29,Python,https://github.com/microsoft/secureboot_objects
microsoft,SecureDeviceConnectionProtocol,49,24,C,https://github.com/microsoft/SecureDeviceConnectionProtocol
microsoft,Security-101,5736,751,HTML,https://github.com/microsoft/Security-101
microsoft,security-devops-action,134,57,JavaScript,https://github.com/microsoft/security-devops-action
microsoft,security-devops-actions-toolkit,9,7,TypeScript,https://github.com/microsoft/security-devops-actions-toolkit
microsoft,security-devops-azdevops,80,23,TypeScript,https://github.com/microsoft/security-devops-azdevops
microsoft,security-devops-azdevops-task-lib,8,9,TypeScript,https://github.com/microsoft/security-devops-azdevops-task-lib
microsoft,security-devops-common,6,3,C#,https://github.com/microsoft/security-devops-common
microsoft,security-devops-samples,15,1,Groovy,https://github.com/microsoft/security-devops-samples
microsoft,security-graph-schemas,4,2,Cypher,https://github.com/microsoft/security-graph-schemas
microsoft,security-utilities,38,14,C#,https://github.com/microsoft/security-utilities
microsoft,securitydeploymentplan,2,2,HTML,https://github.com/microsoft/securitydeploymentplan
microsoft,securitydev,24,14,,https://github.com/microsoft/securitydev
microsoft,SEED-Encoder,45,5,Python,https://github.com/microsoft/SEED-Encoder
microsoft,SEEDS,14,5,Java,https://github.com/microsoft/SEEDS
microsoft,SeeingVRtoolkit,68,23,C#,https://github.com/microsoft/SeeingVRtoolkit
microsoft,SeerAttention,155,14,Python,https://github.com/microsoft/SeerAttention
microsoft,seet,1,0,Jupyter Notebook,https://github.com/microsoft/seet
microsoft,segar,26,7,Python,https://github.com/microsoft/segar
microsoft,seismic-deeplearning,445,142,Python,https://github.com/microsoft/seismic-deeplearning
microsoft,Selawik,188,23,,https://github.com/microsoft/Selawik
microsoft,self-hosted-agent-container-job-demo,6,1,PowerShell,https://github.com/microsoft/self-hosted-agent-container-job-demo
microsoft,SelfTune,44,7,Python,https://github.com/microsoft/SelfTune
microsoft,semantic-kernel,26319,4255,C#,https://github.com/microsoft/semantic-kernel
microsoft,semantic-kernel-java,220,49,Java,https://github.com/microsoft/semantic-kernel-java
microsoft,semantic-kernel-starters,404,136,C#,https://github.com/microsoft/semantic-kernel-starters
microsoft,semantic-link-functions,14,8,Python,https://github.com/microsoft/semantic-link-functions
microsoft,semantic-link-labs,406,140,Python,https://github.com/microsoft/semantic-link-labs
microsoft,Semantic-Ranker-Solution-PostgreSQL,12,8,Bicep,https://github.com/microsoft/Semantic-Ranker-Solution-PostgreSQL
microsoft,SemanticKernelCookBook,311,53,Jupyter Notebook,https://github.com/microsoft/SemanticKernelCookBook
microsoft,Semantics-Aligned-Representation-Learning-for-Person-Re-identification,25,11,Python,https://github.com/microsoft/Semantics-Aligned-Representation-Learning-for-Person-Re-identification
microsoft,semanticworkbench,357,94,Python,https://github.com/microsoft/semanticworkbench
microsoft,semantic_parsing_with_constrained_lm,64,7,Python,https://github.com/microsoft/semantic_parsing_with_constrained_lm
microsoft,semantipy,13,0,Python,https://github.com/microsoft/semantipy
microsoft,Semi-supervised-learning,1532,200,Python,https://github.com/microsoft/Semi-supervised-learning
microsoft,semiparametric-distillation,9,4,Python,https://github.com/microsoft/semiparametric-distillation
microsoft,semver-umd,3,6,JavaScript,https://github.com/microsoft/semver-umd
microsoft,sensus,2,3,,https://github.com/microsoft/sensus
microsoft,Sentinel,0,0,Jupyter Notebook,https://github.com/microsoft/Sentinel
microsoft,sentinel-as-code,19,13,PowerShell,https://github.com/microsoft/sentinel-as-code
microsoft,seq-format-conversion-azure,6,8,WDL,https://github.com/microsoft/seq-format-conversion-azure
microsoft,seq2symm,35,7,Python,https://github.com/microsoft/seq2symm
microsoft,SeqML,110,21,Python,https://github.com/microsoft/SeqML
microsoft,seqrecord,3,0,Python,https://github.com/microsoft/seqrecord
microsoft,SeqSNN,73,6,Python,https://github.com/microsoft/SeqSNN
microsoft,serial-monitor-cli,4,3,Python,https://github.com/microsoft/serial-monitor-cli
microsoft,Server-Info,9,0,HTML,https://github.com/microsoft/Server-Info
microsoft,service-fabric,3047,401,C++,https://github.com/microsoft/service-fabric
microsoft,Service-Fabric-AppDRTool,14,7,C#,https://github.com/microsoft/Service-Fabric-AppDRTool
microsoft,service-fabric-aspnetcore,151,47,C#,https://github.com/microsoft/service-fabric-aspnetcore
microsoft,service-fabric-backup-explorer,18,11,C#,https://github.com/microsoft/service-fabric-backup-explorer
microsoft,service-fabric-cli,54,49,Python,https://github.com/microsoft/service-fabric-cli
microsoft,service-fabric-client-dotnet,69,36,C#,https://github.com/microsoft/service-fabric-client-dotnet
microsoft,service-fabric-explorer,108,70,TypeScript,https://github.com/microsoft/service-fabric-explorer
microsoft,service-fabric-healer,22,6,C#,https://github.com/microsoft/service-fabric-healer
microsoft,service-fabric-issues,167,21,,https://github.com/microsoft/service-fabric-issues
microsoft,service-fabric-linux-vagrant-onebox,4,10,,https://github.com/microsoft/service-fabric-linux-vagrant-onebox
microsoft,service-fabric-observer,106,39,C#,https://github.com/microsoft/service-fabric-observer
microsoft,Service-Fabric-POA,39,24,C#,https://github.com/microsoft/Service-Fabric-POA
microsoft,service-fabric-reverse-proxy,26,15,C#,https://github.com/microsoft/service-fabric-reverse-proxy
microsoft,service-fabric-scripts-and-templates,23,58,PowerShell,https://github.com/microsoft/service-fabric-scripts-and-templates
microsoft,service-fabric-services-and-actors-dotnet,272,113,C#,https://github.com/microsoft/service-fabric-services-and-actors-dotnet
microsoft,service-fabric-traefik,14,15,Go,https://github.com/microsoft/service-fabric-traefik
microsoft,service-fabric-yarp,35,6,C#,https://github.com/microsoft/service-fabric-yarp
microsoft,settingchange,3,0,C++,https://github.com/microsoft/settingchange
microsoft,setup-cfs,3,0,,https://github.com/microsoft/setup-cfs
microsoft,setup-kiota,11,7,TypeScript,https://github.com/microsoft/setup-kiota
microsoft,setup-msbuild,374,95,TypeScript,https://github.com/microsoft/setup-msbuild
microsoft,SetupBench,2,2,Python,https://github.com/microsoft/SetupBench
microsoft,SFM,31,2,Jupyter Notebook,https://github.com/microsoft/SFM
microsoft,SfMC-Tools,8,2,PowerShell,https://github.com/microsoft/SfMC-Tools
microsoft,sfs-client,17,16,C++,https://github.com/microsoft/sfs-client
microsoft,SGN,199,58,Python,https://github.com/microsoft/SGN
microsoft,SGSDI,20,6,Python,https://github.com/microsoft/SGSDI
microsoft,ShaderConductor,1829,258,C++,https://github.com/microsoft/ShaderConductor
microsoft,shadow-realignment-mia,1,0,Jupyter Notebook,https://github.com/microsoft/shadow-realignment-mia
microsoft,shapeshifter,32,13,TypeScript,https://github.com/microsoft/shapeshifter
microsoft,shape_of_work,1,1,MATLAB,https://github.com/microsoft/shape_of_work
microsoft,SharePoint-Embedded-Samples,73,49,,https://github.com/microsoft/SharePoint-Embedded-Samples
microsoft,SharePoint-Embedded-VS-Code-Extension,18,9,TypeScript,https://github.com/microsoft/SharePoint-Embedded-VS-Code-Extension
microsoft,sharepoint-recurring-events,6,2,TypeScript,https://github.com/microsoft/sharepoint-recurring-events
microsoft,SharePointDSC-Web,9,8,PowerShell,https://github.com/microsoft/SharePointDSC-Web
microsoft,SharePointDSC.Reverse,40,25,PowerShell,https://github.com/microsoft/SharePointDSC.Reverse
microsoft,SheetBrain,3,0,Python,https://github.com/microsoft/SheetBrain
microsoft,shell-engine-js,20,2,TypeScript,https://github.com/microsoft/shell-engine-js
microsoft,shell-intune-samples,915,274,Shell,https://github.com/microsoft/shell-intune-samples
microsoft,shelljs,16,9,JavaScript,https://github.com/microsoft/shelljs
microsoft,shiftplanner,5,1,,https://github.com/microsoft/shiftplanner
microsoft,Shiksha-Copilot,2,1,Python,https://github.com/microsoft/Shiksha-Copilot
microsoft,shim-review,2,0,,https://github.com/microsoft/shim-review
microsoft,ShipDetection,18,2,Jupyter Notebook,https://github.com/microsoft/ShipDetection
microsoft,ShortStack,11,5,C#,https://github.com/microsoft/ShortStack
microsoft,showwhy,215,27,TypeScript,https://github.com/microsoft/showwhy
microsoft,SIG-Challenge,88,8,Python,https://github.com/microsoft/SIG-Challenge
microsoft,SignalR-Samples-AI,10,5,C#,https://github.com/microsoft/SignalR-Samples-AI
microsoft,signature-marking-detector,1,1,Python,https://github.com/microsoft/signature-marking-detector
microsoft,SIKE-challenges,41,10,Sage,https://github.com/microsoft/SIKE-challenges
microsoft,silicon-rans,1,0,Verilog,https://github.com/microsoft/silicon-rans
microsoft,sim-packaging,2,1,Python,https://github.com/microsoft/sim-packaging
microsoft,SimMIM,996,99,Python,https://github.com/microsoft/SimMIM
microsoft,simple-filter-mixer,14,13,C#,https://github.com/microsoft/simple-filter-mixer
microsoft,SimpleActivity,7,10,C#,https://github.com/microsoft/SimpleActivity
microsoft,simplechat,85,71,Python,https://github.com/microsoft/simplechat
microsoft,simpledb,2,0,C++,https://github.com/microsoft/simpledb
microsoft,SimpleEgo,11,1,Python,https://github.com/microsoft/SimpleEgo
microsoft,SimpleL7Proxy,8,6,C#,https://github.com/microsoft/SimpleL7Proxy
microsoft,SimplePlaces,5,15,C#,https://github.com/microsoft/SimplePlaces
microsoft,SimpleRacerResearchPlatform,5,3,Jupyter Notebook,https://github.com/microsoft/SimpleRacerResearchPlatform
microsoft,SimpleRemote,46,12,C#,https://github.com/microsoft/SimpleRemote
microsoft,SimpleRestClients,59,27,TypeScript,https://github.com/microsoft/SimpleRestClients
microsoft,SimpleSteps,9,10,C#,https://github.com/microsoft/SimpleSteps
microsoft,SimpleStubs,67,28,C#,https://github.com/microsoft/SimpleStubs
microsoft,SimpleTracks,9,9,C#,https://github.com/microsoft/SimpleTracks
microsoft,simple_ado,51,15,Python,https://github.com/microsoft/simple_ado
microsoft,Simplify-Docx,251,49,Python,https://github.com/microsoft/Simplify-Docx
microsoft,Simplygon-API-Examples,50,5,,https://github.com/microsoft/Simplygon-API-Examples
microsoft,Simplygon-DCC-Integrations,45,6,,https://github.com/microsoft/Simplygon-DCC-Integrations
microsoft,Sims,45,3,Python,https://github.com/microsoft/Sims
microsoft,simulated-trial-and-error,122,9,Python,https://github.com/microsoft/simulated-trial-and-error
microsoft,simulink-docker-toolbox,1,0,MATLAB,https://github.com/microsoft/simulink-docker-toolbox
microsoft,simurgh,2,1,TypeScript,https://github.com/microsoft/simurgh
microsoft,SimXNS,114,11,Python,https://github.com/microsoft/SimXNS
microsoft,SingleSecurityForCashDemo,0,0,Julia,https://github.com/microsoft/SingleSecurityForCashDemo
microsoft,singleshotpose,753,214,Python,https://github.com/microsoft/singleshotpose
microsoft,sip-ai-workshop,2,1,HTML,https://github.com/microsoft/sip-ai-workshop
microsoft,site-admin,7,3,TypeScript,https://github.com/microsoft/site-admin
microsoft,SiteBuilder-Copilot,8,2,Python,https://github.com/microsoft/SiteBuilder-Copilot
microsoft,SiteInspector,13,6,JavaScript,https://github.com/microsoft/SiteInspector
microsoft,SizeBench,155,20,C#,https://github.com/microsoft/SizeBench
microsoft,sk-playground-sample,1,1,,https://github.com/microsoft/sk-playground-sample
microsoft,sk-workshop,13,3,Jupyter Notebook,https://github.com/microsoft/sk-workshop
microsoft,Skeena-Indigenous-Typeface,24,0,Python,https://github.com/microsoft/Skeena-Indigenous-Typeface
microsoft,sketch360,43,8,JavaScript,https://github.com/microsoft/sketch360
microsoft,skill-slice-insights,2,0,Jupyter Notebook,https://github.com/microsoft/skill-slice-insights
microsoft,skillBotTemplate,16,2,C#,https://github.com/microsoft/skillBotTemplate
microsoft,SkillsExtractorCognitiveSearch,81,45,Python,https://github.com/microsoft/SkillsExtractorCognitiveSearch
microsoft,skmultiagents,10,3,Python,https://github.com/microsoft/skmultiagents
microsoft,skype-bot-samples,13,3,HTML,https://github.com/microsoft/skype-bot-samples
microsoft,skype-dev-bots,61,22,,https://github.com/microsoft/skype-dev-bots
microsoft,skype-interviews-docs,12,14,PowerShell,https://github.com/microsoft/skype-interviews-docs
microsoft,skype-sync,6,6,TypeScript,https://github.com/microsoft/skype-sync
microsoft,SLAyer,326,24,OCaml,https://github.com/microsoft/SLAyer
microsoft,Sleipnir,2,0,Python,https://github.com/microsoft/Sleipnir
microsoft,SLG-Business-Applications,27,18,,https://github.com/microsoft/SLG-Business-Applications
microsoft,slg-covid-bot,16,12,PowerShell,https://github.com/microsoft/slg-covid-bot
microsoft,SLiCE,5,1,Python,https://github.com/microsoft/SLiCE
microsoft,SlickGrid.ADS,3,5,JavaScript,https://github.com/microsoft/SlickGrid.ADS
microsoft,slm-finetuning-for-function-calling,5,3,Jupyter Notebook,https://github.com/microsoft/slm-finetuning-for-function-calling
microsoft,slngen,435,87,C#,https://github.com/microsoft/slngen
microsoft,Sloos,18,9,C#,https://github.com/microsoft/Sloos
microsoft,slow-cheetah,345,67,C#,https://github.com/microsoft/slow-cheetah
microsoft,smart,54,5,Python,https://github.com/microsoft/smart
microsoft,smart-command-finder,1,2,JavaScript,https://github.com/microsoft/smart-command-finder
microsoft,Smart-Energy-Foundation-Demo-Stack,52,23,C#,https://github.com/microsoft/Smart-Energy-Foundation-Demo-Stack
microsoft,smart-on-fhir-app-starter-kit,27,25,JavaScript,https://github.com/microsoft/smart-on-fhir-app-starter-kit
microsoft,SmartDump,26,5,Dockerfile,https://github.com/microsoft/SmartDump
microsoft,SmartHotel360,693,390,CSS,https://github.com/microsoft/SmartHotel360
microsoft,SmartHotel360-Backend,133,98,C#,https://github.com/microsoft/SmartHotel360-Backend
microsoft,SmartHotel360-CouponManagement,7,112,Java,https://github.com/microsoft/SmartHotel360-CouponManagement
microsoft,SmartHotel360-IoT,98,66,C#,https://github.com/microsoft/SmartHotel360-IoT
microsoft,SmartHotel360-MixedReality,23,22,C#,https://github.com/microsoft/SmartHotel360-MixedReality
microsoft,SmartHotel360-Mobile,541,364,C#,https://github.com/microsoft/SmartHotel360-Mobile
microsoft,SmartHotel360-Registration,28,58,JavaScript,https://github.com/microsoft/SmartHotel360-Registration
microsoft,SmartHotel360-SentimentAnalysis,42,48,JavaScript,https://github.com/microsoft/SmartHotel360-SentimentAnalysis
microsoft,SmartHotel360-Website,209,7582,CSS,https://github.com/microsoft/SmartHotel360-Website
microsoft,SmartKC-A-Smartphone-based-Corneal-Topographer,48,17,Java,https://github.com/microsoft/SmartKC-A-Smartphone-based-Corneal-Topographer
microsoft,SmartKG,430,78,C#,https://github.com/microsoft/SmartKG
microsoft,SmartPlay,140,15,Python,https://github.com/microsoft/SmartPlay
microsoft,SmartWordSuggestions,20,3,Python,https://github.com/microsoft/SmartWordSuggestions
microsoft,SMBSecurity,8,3,PowerShell,https://github.com/microsoft/SMBSecurity
microsoft,smlets,8,8,C#,https://github.com/microsoft/smlets
microsoft,smtpoauth2,0,1,PowerShell,https://github.com/microsoft/smtpoauth2
microsoft,snca.pytorch,137,22,Python,https://github.com/microsoft/snca.pytorch
microsoft,Snip-Insights,120,41,C#,https://github.com/microsoft/Snip-Insights
microsoft,snipe-it-api-cookbook,11,6,Ruby,https://github.com/microsoft/snipe-it-api-cookbook
microsoft,snipe-it-cookbook,9,12,Ruby,https://github.com/microsoft/snipe-it-cookbook
microsoft,snippet-timekeeper,74,5,Java,https://github.com/microsoft/snippet-timekeeper
microsoft,snmalloc,1738,117,C++,https://github.com/microsoft/snmalloc
microsoft,snocat,79,17,Rust,https://github.com/microsoft/snocat
microsoft,SNR,75,9,Jupyter Notebook,https://github.com/microsoft/SNR
microsoft,SOC,13,4,JavaScript,https://github.com/microsoft/SOC
microsoft,soc-fine-tuning-sd,43,3,Python,https://github.com/microsoft/soc-fine-tuning-sd
microsoft,SocialServicesAnalytics,3,1,Bicep,https://github.com/microsoft/SocialServicesAnalytics
microsoft,SoftTeacher,919,124,Python,https://github.com/microsoft/SoftTeacher
microsoft,solar-farms-mapping,85,21,Jupyter Notebook,https://github.com/microsoft/solar-farms-mapping
microsoft,SolarSeer,3,0,Python,https://github.com/microsoft/SolarSeer
microsoft,solitaire-wp,51,26,C#,https://github.com/microsoft/solitaire-wp
microsoft,solution-accelerator-containerized-store,11,11,C#,https://github.com/microsoft/solution-accelerator-containerized-store
microsoft,solution-accelerator-many-models,196,88,Jupyter Notebook,https://github.com/microsoft/solution-accelerator-many-models
microsoft,Solution-Accelerators,117,30,TypeScript,https://github.com/microsoft/Solution-Accelerators
microsoft,SoM,1463,112,Python,https://github.com/microsoft/SoM
microsoft,sonder-ui,92,16,HTML,https://github.com/microsoft/sonder-ui
microsoft,sonic-gnmi-dev,0,0,,https://github.com/microsoft/sonic-gnmi-dev
microsoft,Sora,364,124,C,https://github.com/microsoft/Sora
microsoft,Soroush,18,4,Python,https://github.com/microsoft/Soroush
microsoft,sound-and-music-minecraft-makecode-ext,1,3,TypeScript,https://github.com/microsoft/sound-and-music-minecraft-makecode-ext
microsoft,soundscape,131,37,Swift,https://github.com/microsoft/soundscape
microsoft,source-map-compare,8,4,TypeScript,https://github.com/microsoft/source-map-compare
microsoft,sourcemap-toolkit,58,29,C#,https://github.com/microsoft/sourcemap-toolkit
microsoft,source_parser,14,6,Python,https://github.com/microsoft/source_parser
microsoft,SouthAmericaBuildingFootprints,60,6,,https://github.com/microsoft/SouthAmericaBuildingFootprints
microsoft,SP-Server-Workflow-Scanner,6,3,C#,https://github.com/microsoft/SP-Server-Workflow-Scanner
microsoft,space-blok-wp,26,16,C#,https://github.com/microsoft/space-blok-wp
microsoft,space-jam-a-new-legacy-babylonjs-template,1,3,TypeScript,https://github.com/microsoft/space-jam-a-new-legacy-babylonjs-template
microsoft,space-jam-a-new-legacy-template,5,7,JavaScript,https://github.com/microsoft/space-jam-a-new-legacy-template
microsoft,SPACH,201,28,Python,https://github.com/microsoft/SPACH
microsoft,spacy-ann-linker,86,23,Python,https://github.com/microsoft/spacy-ann-linker
microsoft,SpareNet,150,19,Python,https://github.com/microsoft/SpareNet
microsoft,spark,43,31,Scala,https://github.com/microsoft/spark
microsoft,Spark-Hive-Tools,6,7,,https://github.com/microsoft/Spark-Hive-Tools
microsoft,spark-images,26,11,Scala,https://github.com/microsoft/spark-images
microsoft,Spark-SQL-Deployment-Manager,6,4,Scala,https://github.com/microsoft/Spark-SQL-Deployment-Manager
microsoft,SparkEnhancement,4,4,,https://github.com/microsoft/SparkEnhancement
microsoft,SparseMixer,30,4,Python,https://github.com/microsoft/SparseMixer
microsoft,SparseSC,87,31,Python,https://github.com/microsoft/SparseSC
microsoft,SparTA,151,12,Python,https://github.com/microsoft/SparTA
microsoft,Spartan,802,141,Rust,https://github.com/microsoft/Spartan
microsoft,Spartan2,113,30,Rust,https://github.com/microsoft/Spartan2
microsoft,spatial-computing,83,45,C#,https://github.com/microsoft/spatial-computing
microsoft,spatialaudio-unity,120,23,C++,https://github.com/microsoft/spatialaudio-unity
microsoft,spdx-simplify,9,11,JavaScript,https://github.com/microsoft/spdx-simplify
microsoft,SpeciesClassification,103,53,Jupyter Notebook,https://github.com/microsoft/SpeciesClassification
microsoft,SpectrumDBClient,11,8,C,https://github.com/microsoft/SpectrumDBClient
microsoft,SpeculationControl,151,21,PowerShell,https://github.com/microsoft/SpeculationControl
microsoft,SpeechT5,1397,127,Python,https://github.com/microsoft/SpeechT5
microsoft,SpeedyRec,24,5,Python,https://github.com/microsoft/SpeedyRec
microsoft,spektate,41,16,TypeScript,https://github.com/microsoft/spektate
microsoft,spfx-gulp-tools,6,6,TypeScript,https://github.com/microsoft/spfx-gulp-tools
microsoft,spfx-react-webchat,12,4,TypeScript,https://github.com/microsoft/spfx-react-webchat
microsoft,SPHNet,13,3,Python,https://github.com/microsoft/SPHNet
microsoft,SPID-and-Digital-Identity-Enabler,29,10,C#,https://github.com/microsoft/SPID-and-Digital-Identity-Enabler
microsoft,spinnaker,7,9,Python,https://github.com/microsoft/spinnaker
microsoft,SplinePosEnc,45,10,Python,https://github.com/microsoft/SplinePosEnc
microsoft,SPM-Tracker,32,15,Python,https://github.com/microsoft/SPM-Tracker
microsoft,spoor,53,6,C++,https://github.com/microsoft/spoor
microsoft,spot-ros-wrapper,64,13,Python,https://github.com/microsoft/spot-ros-wrapper
microsoft,SPP_Public,32,19,C#,https://github.com/microsoft/SPP_Public
microsoft,spring-cloud-azure,220,106,Java,https://github.com/microsoft/spring-cloud-azure
microsoft,spring-cloud-playground,20,9,Java,https://github.com/microsoft/spring-cloud-playground
microsoft,spring-cloud-stream-binder-dapr,8,2,Java,https://github.com/microsoft/spring-cloud-stream-binder-dapr
microsoft,spring-data-cosmosdb,95,62,,https://github.com/microsoft/spring-data-cosmosdb
microsoft,spring-data-gremlin,129,73,Java,https://github.com/microsoft/spring-data-gremlin
microsoft,spring-security,5,8,Java,https://github.com/microsoft/spring-security
microsoft,spring-todo-app,42,43,Java,https://github.com/microsoft/spring-todo-app
microsoft,SPTAG,4944,604,C++,https://github.com/microsoft/SPTAG
microsoft,sql-data-warehouse-samples,144,115,C#,https://github.com/microsoft/sql-data-warehouse-samples
microsoft,sql-ml-tutorials,32,25,JavaScript,https://github.com/microsoft/sql-ml-tutorials
microsoft,SQL-ProcBench,48,8,TSQL,https://github.com/microsoft/SQL-ProcBench
microsoft,SQL-Server-Big-Data-Cluster-App-Deploy-Extension,6,5,,https://github.com/microsoft/SQL-Server-Big-Data-Cluster-App-Deploy-Extension
microsoft,sql-server-language-extensions,111,47,C++,https://github.com/microsoft/sql-server-language-extensions
microsoft,SQL-Server-R-Services-Samples,339,279,TSQL,https://github.com/microsoft/SQL-Server-R-Services-Samples
microsoft,sql-server-samples,10679,9045,,https://github.com/microsoft/sql-server-samples
microsoft,sql-spark-connector,287,132,Scala,https://github.com/microsoft/sql-spark-connector
microsoft,SQLBDC-AppDeploy,4,9,Python,https://github.com/microsoft/SQLBDC-AppDeploy
microsoft,SQLCallStackResolver,52,12,C#,https://github.com/microsoft/SQLCallStackResolver
microsoft,SQLCallStackResolver.Graphs,8,1,Python,https://github.com/microsoft/SQLCallStackResolver.Graphs
microsoft,sqldev,92,51,JavaScript,https://github.com/microsoft/sqldev
microsoft,SQLExtentions,16,2,PowerShell,https://github.com/microsoft/SQLExtentions
microsoft,sqlite-tracer,44,14,C#,https://github.com/microsoft/sqlite-tracer
microsoft,sqllinuxlabs,64,29,TSQL,https://github.com/microsoft/sqllinuxlabs
microsoft,sqlmanagementobjects,137,23,C#,https://github.com/microsoft/sqlmanagementobjects
microsoft,sqlmlutils,37,33,R,https://github.com/microsoft/sqlmlutils
microsoft,SqlNexus,396,106,C#,https://github.com/microsoft/SqlNexus
microsoft,sqlops-dataprotocolclient,14,10,TypeScript,https://github.com/microsoft/sqlops-dataprotocolclient
microsoft,SqlParser,11,1,,https://github.com/microsoft/SqlParser
microsoft,SqlScriptDOM,217,32,GAP,https://github.com/microsoft/SqlScriptDOM
microsoft,SQLServerDSC.Reverse,43,18,PowerShell,https://github.com/microsoft/SQLServerDSC.Reverse
microsoft,SQLServerPSModule,59,1,,https://github.com/microsoft/SQLServerPSModule
microsoft,SQLServerSpatialTools,128,41,C#,https://github.com/microsoft/SQLServerSpatialTools
microsoft,sqlskim,41,13,C#,https://github.com/microsoft/sqlskim
microsoft,SqlSupportTools,31,7,,https://github.com/microsoft/SqlSupportTools
microsoft,SQLToolsDiag,8,1,C#,https://github.com/microsoft/SQLToolsDiag
microsoft,sqltoolssdk,11,7,HTML,https://github.com/microsoft/sqltoolssdk
microsoft,sqltoolsservice,479,159,C#,https://github.com/microsoft/sqltoolsservice
microsoft,sqlworkshops,775,336,Jupyter Notebook,https://github.com/microsoft/sqlworkshops
microsoft,sqlworkshops-azurearcdataworkshop,3,4,,https://github.com/microsoft/sqlworkshops-azurearcdataworkshop
microsoft,sqlworkshops-azuresqllabs,30,25,HTML,https://github.com/microsoft/sqlworkshops-azuresqllabs
microsoft,sqlworkshops-azuresqlworkshop,114,71,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-azuresqlworkshop
microsoft,sqlworkshops-bdc,41,31,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-bdc
microsoft,sqlworkshops-bdconopenshift,5,10,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-bdconopenshift
microsoft,sqlworkshops-k8stobdc,12,14,,https://github.com/microsoft/sqlworkshops-k8stobdc
microsoft,sqlworkshops-migratesqltoazure,18,9,PowerShell,https://github.com/microsoft/sqlworkshops-migratesqltoazure
microsoft,sqlworkshops-pythonfordatapros,30,16,HTML,https://github.com/microsoft/sqlworkshops-pythonfordatapros
microsoft,sqlworkshops-RForDataProfessionals,6,5,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-RForDataProfessionals
microsoft,sqlworkshops-sql2019lab,26,24,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-sql2019lab
microsoft,sqlworkshops-sql2019workshop,168,82,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-sql2019workshop
microsoft,sqlworkshops-sql2022workshop,232,93,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-sql2022workshop
microsoft,sqlworkshops-sqlg2c,44,15,,https://github.com/microsoft/sqlworkshops-sqlg2c
microsoft,sqlworkshops-sqlonopenshift,15,39,Jupyter Notebook,https://github.com/microsoft/sqlworkshops-sqlonopenshift
microsoft,sqlworkshops-template,8,5,,https://github.com/microsoft/sqlworkshops-template
microsoft,SQL_LogScout,99,26,PowerShell,https://github.com/microsoft/SQL_LogScout
microsoft,sre-agent,0,0,,https://github.com/microsoft/sre-agent
microsoft,SSMA,2,1,,https://github.com/microsoft/SSMA
microsoft,SSMA-Extensions,6,4,C#,https://github.com/microsoft/SSMA-Extensions
microsoft,ssms-visualstudio-addin,36,16,C#,https://github.com/microsoft/ssms-visualstudio-addin
microsoft,Stable-Diffusion-WebUI-DirectML,58,6,Python,https://github.com/microsoft/Stable-Diffusion-WebUI-DirectML
microsoft,stackfuture,303,12,Rust,https://github.com/microsoft/stackfuture
microsoft,starter-workflows,3,0,TypeScript,https://github.com/microsoft/starter-workflows
