Owner,Repo,Stars,Forks,Language,URL
apache,directmemory-lightning,1,5,Java,https://github.com/apache/directmemory-lightning
apache,directory-buildtools,3,4,Java,https://github.com/apache/directory-buildtools
apache,directory-fortress-commander,9,6,Java,https://github.com/apache/directory-fortress-commander
apache,directory-fortress-core,51,35,Java,https://github.com/apache/directory-fortress-core
apache,directory-fortress-enmasse,6,7,Java,https://github.com/apache/directory-fortress-enmasse
apache,directory-fortress-realm,5,6,Java,https://github.com/apache/directory-fortress-realm
apache,directory-kerby,113,79,Java,https://github.com/apache/directory-kerby
apache,directory-ldap-api,38,42,Java,https://github.com/apache/directory-ldap-api
apache,directory-mavibot,16,7,Java,https://github.com/apache/directory-mavibot
apache,directory-project,5,6,Shell,https://github.com/apache/directory-project
apache,directory-samples,4,6,Java,https://github.com/apache/directory-samples
apache,directory-scimple,86,45,Java,https://github.com/apache/directory-scimple
apache,directory-server,167,98,Java,https://github.com/apache/directory-server
apache,directory-site,9,7,HTML,https://github.com/apache/directory-site
apache,directory-studio,140,60,Java,https://github.com/apache/directory-studio
apache,distributedlog,188,70,Java,https://github.com/apache/distributedlog
apache,diversity-research,2,0,,https://github.com/apache/diversity-research
apache,diversity-site,14,8,Python,https://github.com/apache/diversity-site
apache,dolphinscheduler,13855,4902,Java,https://github.com/apache/dolphinscheduler
apache,dolphinscheduler-ambari,9,12,Python,https://github.com/apache/dolphinscheduler-ambari
apache,dolphinscheduler-datawarehouse,3,2,,https://github.com/apache/dolphinscheduler-datawarehouse
apache,dolphinscheduler-maven-plugin,5,10,Java,https://github.com/apache/dolphinscheduler-maven-plugin
apache,dolphinscheduler-mlflow,6,7,Python,https://github.com/apache/dolphinscheduler-mlflow
apache,dolphinscheduler-operator,26,20,Go,https://github.com/apache/dolphinscheduler-operator
apache,dolphinscheduler-sdk-python,59,22,Python,https://github.com/apache/dolphinscheduler-sdk-python
apache,dolphinscheduler-studio,5,7,TypeScript,https://github.com/apache/dolphinscheduler-studio
apache,dolphinscheduler-website,139,216,JavaScript,https://github.com/apache/dolphinscheduler-website
apache,doris,14340,3565,Java,https://github.com/apache/doris
apache,doris-flink-connector,365,254,Java,https://github.com/apache/doris-flink-connector
apache,doris-jeager,0,0,,https://github.com/apache/doris-jeager
apache,doris-kafka-connector,21,14,Java,https://github.com/apache/doris-kafka-connector
apache,doris-manager,187,83,Java,https://github.com/apache/doris-manager
apache,doris-mcp-server,204,53,Python,https://github.com/apache/doris-mcp-server
apache,doris-opentelemetry-demo,6,4,JavaScript,https://github.com/apache/doris-opentelemetry-demo
apache,doris-operator,115,56,Go,https://github.com/apache/doris-operator
apache,doris-sdk,8,7,Thrift,https://github.com/apache/doris-sdk
apache,doris-shade,2,18,,https://github.com/apache/doris-shade
apache,doris-spark-connector,102,110,Java,https://github.com/apache/doris-spark-connector
apache,doris-streamloader,29,18,Go,https://github.com/apache/doris-streamloader
apache,doris-thirdparty,45,52,,https://github.com/apache/doris-thirdparty
apache,doris-website,106,365,MDX,https://github.com/apache/doris-website
apache,drat,31,28,JavaScript,https://github.com/apache/drat
apache,drill,1991,987,Java,https://github.com/apache/drill
apache,drill-site,12,28,HTML,https://github.com/apache/drill-site
apache,drill-test-framework,1,2,Euphoria,https://github.com/apache/drill-test-framework
apache,druid,13833,3758,Java,https://github.com/apache/druid
apache,druid-website,2,14,JavaScript,https://github.com/apache/druid-website
apache,druid-website-src,26,94,CSS,https://github.com/apache/druid-website-src
apache,dubbo,41452,26538,Java,https://github.com/apache/dubbo
apache,dubbo-admin,4032,2169,Go,https://github.com/apache/dubbo-admin
apache,dubbo-ai,7,4,Java,https://github.com/apache/dubbo-ai
apache,dubbo-async-processor,20,9,Java,https://github.com/apache/dubbo-async-processor
apache,dubbo-awesome,138,45,,https://github.com/apache/dubbo-awesome
apache,dubbo-benchmark,76,41,Java,https://github.com/apache/dubbo-benchmark
apache,dubbo-docs,75,66,,https://github.com/apache/dubbo-docs
apache,dubbo-erlang,48,22,Erlang,https://github.com/apache/dubbo-erlang
apache,dubbo-feature-test,14,5,Java,https://github.com/apache/dubbo-feature-test
apache,dubbo-getty,232,70,Go,https://github.com/apache/dubbo-getty
apache,dubbo-go,4840,969,Go,https://github.com/apache/dubbo-go
apache,dubbo-go-contrib,2,1,Go,https://github.com/apache/dubbo-go-contrib
apache,dubbo-go-hessian2,222,121,Go,https://github.com/apache/dubbo-go-hessian2
apache,dubbo-go-pixiu,515,169,Go,https://github.com/apache/dubbo-go-pixiu
apache,dubbo-go-pixiu-samples,20,28,Go,https://github.com/apache/dubbo-go-pixiu-samples
apache,dubbo-go-samples,271,213,Go,https://github.com/apache/dubbo-go-samples
apache,dubbo-helm-charts,0,1,,https://github.com/apache/dubbo-helm-charts
apache,dubbo-hessian-lite,65,52,Java,https://github.com/apache/dubbo-hessian-lite
apache,dubbo-initializer,19,14,Java,https://github.com/apache/dubbo-initializer
apache,dubbo-integration-cases,4,18,Java,https://github.com/apache/dubbo-integration-cases
apache,dubbo-js,772,164,TypeScript,https://github.com/apache/dubbo-js
apache,dubbo-kubernetes,194,85,Go,https://github.com/apache/dubbo-kubernetes
apache,dubbo-logo,4,9,,https://github.com/apache/dubbo-logo
apache,dubbo-php-framework,403,93,PHP,https://github.com/apache/dubbo-php-framework
apache,dubbo-proxy,259,87,Java,https://github.com/apache/dubbo-proxy
apache,dubbo-python,293,99,Python,https://github.com/apache/dubbo-python
apache,dubbo-python2,62,18,Python,https://github.com/apache/dubbo-python2
apache,dubbo-research,0,0,,https://github.com/apache/dubbo-research
apache,dubbo-rpc-jsonrpc,192,101,Java,https://github.com/apache/dubbo-rpc-jsonrpc
apache,dubbo-rust,286,66,Rust,https://github.com/apache/dubbo-rust
apache,dubbo-samples,2354,1968,Java,https://github.com/apache/dubbo-samples
apache,dubbo-sentinel-support,58,16,Java,https://github.com/apache/dubbo-sentinel-support
apache,dubbo-serialization-gson,3,2,Java,https://github.com/apache/dubbo-serialization-gson
apache,dubbo-spi-extensions,202,120,Java,https://github.com/apache/dubbo-spi-extensions
apache,dubbo-spi-samples,8,8,Java,https://github.com/apache/dubbo-spi-samples
apache,dubbo-spring-boot-project,5403,1869,Java,https://github.com/apache/dubbo-spring-boot-project
apache,dubbo-test-tools,4,6,Java,https://github.com/apache/dubbo-test-tools
apache,dubbo-website,483,798,CSS,https://github.com/apache/dubbo-website
apache,eagle,410,179,Java,https://github.com/apache/eagle
apache,echarts,64708,19775,TypeScript,https://github.com/apache/echarts
apache,echarts-bar-racing,4,3,TypeScript,https://github.com/apache/echarts-bar-racing
apache,echarts-bot,11,3,JavaScript,https://github.com/apache/echarts-bot
apache,echarts-custom-series,33,5,JavaScript,https://github.com/apache/echarts-custom-series
apache,echarts-doc,249,192,JavaScript,https://github.com/apache/echarts-doc
apache,echarts-examples,382,243,TypeScript,https://github.com/apache/echarts-examples
apache,echarts-from-mermaid,14,1,TypeScript,https://github.com/apache/echarts-from-mermaid
apache,echarts-handbook,85,152,Vue,https://github.com/apache/echarts-handbook
apache,echarts-mcp,37,1,JavaScript,https://github.com/apache/echarts-mcp
apache,echarts-theme-builder,266,72,JavaScript,https://github.com/apache/echarts-theme-builder
apache,echarts-website,156,315,JavaScript,https://github.com/apache/echarts-website
apache,echarts-wordcloud-generator,0,1,Vue,https://github.com/apache/echarts-wordcloud-generator
apache,echarts-www,65,62,JavaScript,https://github.com/apache/echarts-www
apache,empire-db,88,23,Java,https://github.com/apache/empire-db
apache,esme,17,8,Scala,https://github.com/apache/esme
apache,etch,17,8,Java,https://github.com/apache/etch
apache,eventmesh,1666,641,Java,https://github.com/apache/eventmesh
apache,eventmesh-catalog,8,6,Go,https://github.com/apache/eventmesh-catalog
apache,eventmesh-dashboard,21,20,Java,https://github.com/apache/eventmesh-dashboard
apache,eventmesh-go,12,12,Go,https://github.com/apache/eventmesh-go
apache,eventmesh-site,24,47,TypeScript,https://github.com/apache/eventmesh-site
apache,eventmesh-workflow,30,16,Go,https://github.com/apache/eventmesh-workflow
apache,falcon,104,112,Java,https://github.com/apache/falcon
apache,felix,285,315,,https://github.com/apache/felix
apache,felix-antora,1,2,,https://github.com/apache/felix-antora
apache,felix-antora-site,1,11,HTML,https://github.com/apache/felix-antora-site
apache,felix-antora-ui,1,2,Handlebars,https://github.com/apache/felix-antora-ui
apache,felix-atomos,41,20,Java,https://github.com/apache/felix-atomos
apache,felix-dev,155,151,Java,https://github.com/apache/felix-dev
apache,felix-site-pub,2,2,HTML,https://github.com/apache/felix-site-pub
apache,fesod,5169,420,Java,https://github.com/apache/fesod
apache,fineract,1798,2083,Java,https://github.com/apache/fineract
apache,fineract-cn-accounting,30,135,Java,https://github.com/apache/fineract-cn-accounting
apache,fineract-cn-anubis,3,110,Java,https://github.com/apache/fineract-cn-anubis
apache,fineract-cn-api,4,111,Java,https://github.com/apache/fineract-cn-api
apache,fineract-cn-async,2,104,Java,https://github.com/apache/fineract-cn-async
apache,fineract-cn-cassandra,3,104,Java,https://github.com/apache/fineract-cn-cassandra
apache,fineract-cn-cheques,2,104,Java,https://github.com/apache/fineract-cn-cheques
apache,fineract-cn-command,3,107,Java,https://github.com/apache/fineract-cn-command
apache,fineract-cn-crypto,2,101,Java,https://github.com/apache/fineract-cn-crypto
apache,fineract-cn-customer,11,132,Java,https://github.com/apache/fineract-cn-customer
apache,fineract-cn-data-jpa,2,100,Java,https://github.com/apache/fineract-cn-data-jpa
apache,fineract-cn-default-setup,3,103,Java,https://github.com/apache/fineract-cn-default-setup
apache,fineract-cn-demo-server,24,153,Java,https://github.com/apache/fineract-cn-demo-server
apache,fineract-cn-deposit-account-management,10,117,Java,https://github.com/apache/fineract-cn-deposit-account-management
apache,fineract-cn-docker-compose,12,68,Shell,https://github.com/apache/fineract-cn-docker-compose
apache,fineract-cn-docker-scripts,1,0,,https://github.com/apache/fineract-cn-docker-scripts
apache,fineract-cn-fims-e2e,4,77,JavaScript,https://github.com/apache/fineract-cn-fims-e2e
apache,fineract-cn-fims-web-app,13,137,TypeScript,https://github.com/apache/fineract-cn-fims-web-app
apache,fineract-cn-group,4,109,Java,https://github.com/apache/fineract-cn-group
apache,fineract-cn-group-finance,1,70,TypeScript,https://github.com/apache/fineract-cn-group-finance
apache,fineract-cn-identity,7,131,Java,https://github.com/apache/fineract-cn-identity
apache,fineract-cn-integration-tests,2,0,,https://github.com/apache/fineract-cn-integration-tests
apache,fineract-cn-interoperation,1,15,Java,https://github.com/apache/fineract-cn-interoperation
apache,fineract-cn-lang,5,110,Java,https://github.com/apache/fineract-cn-lang
apache,fineract-cn-mariadb,7,101,Java,https://github.com/apache/fineract-cn-mariadb
apache,fineract-cn-mobile,40,156,Java,https://github.com/apache/fineract-cn-mobile
apache,fineract-cn-mobile-wallet,1,4,,https://github.com/apache/fineract-cn-mobile-wallet
apache,fineract-cn-notifications,5,85,Java,https://github.com/apache/fineract-cn-notifications
apache,fineract-cn-office,7,118,Java,https://github.com/apache/fineract-cn-office
apache,fineract-cn-payroll,10,115,Java,https://github.com/apache/fineract-cn-payroll
apache,fineract-cn-permitted-feign-client,2,102,Java,https://github.com/apache/fineract-cn-permitted-feign-client
apache,fineract-cn-portfolio,8,122,Java,https://github.com/apache/fineract-cn-portfolio
apache,fineract-cn-postgresql,2,57,Java,https://github.com/apache/fineract-cn-postgresql
apache,fineract-cn-provisioner,8,129,Java,https://github.com/apache/fineract-cn-provisioner
apache,fineract-cn-reporting,6,108,Java,https://github.com/apache/fineract-cn-reporting
apache,fineract-cn-rhythm,2,108,Java,https://github.com/apache/fineract-cn-rhythm
apache,fineract-cn-service-starter,2,101,Java,https://github.com/apache/fineract-cn-service-starter
apache,fineract-cn-stellar-bridge,1,52,Java,https://github.com/apache/fineract-cn-stellar-bridge
apache,fineract-cn-teller,3,113,Java,https://github.com/apache/fineract-cn-teller
apache,fineract-cn-template,8,104,Java,https://github.com/apache/fineract-cn-template
apache,fineract-cn-test,3,102,Java,https://github.com/apache/fineract-cn-test
apache,fineract-credit-scorecard,22,29,Java,https://github.com/apache/fineract-credit-scorecard
apache,fineract-open-banking-app,3,11,Kotlin,https://github.com/apache/fineract-open-banking-app
apache,fineract-site,28,38,HTML,https://github.com/apache/fineract-site
apache,flagon,27,16,Jupyter Notebook,https://github.com/apache/flagon
apache,flagon-distill,11,14,Python,https://github.com/apache/flagon-distill
apache,flagon-useralejs,30,27,JavaScript,https://github.com/apache/flagon-useralejs
apache,flex-asjs,2,0,,https://github.com/apache/flex-asjs
apache,flex-blazeds,55,44,Java,https://github.com/apache/flex-blazeds
apache,flex-examples,11,12,ActionScript,https://github.com/apache/flex-examples
apache,flex-external,3,5,HTML,https://github.com/apache/flex-external
apache,flex-falcon,1,0,,https://github.com/apache/flex-falcon
apache,flex-flexunit,17,10,ActionScript,https://github.com/apache/flex-flexunit
apache,flex-radii8,2,4,ActionScript,https://github.com/apache/flex-radii8
apache,flex-sdk,362,146,ActionScript,https://github.com/apache/flex-sdk
apache,flex-site,4,12,HTML,https://github.com/apache/flex-site
apache,flex-site-ng,2,4,HTML,https://github.com/apache/flex-site-ng
apache,flex-tlf,29,19,ActionScript,https://github.com/apache/flex-tlf
apache,flex-tourjs,1,0,,https://github.com/apache/flex-tourjs
apache,flex-typedefs,1,0,,https://github.com/apache/flex-typedefs
apache,flex-utilities,79,68,HTML,https://github.com/apache/flex-utilities
apache,flex-whiteboard,13,6,,https://github.com/apache/flex-whiteboard
apache,flink,25318,13804,Java,https://github.com/apache/flink
apache,flink-agents,191,49,Java,https://github.com/apache/flink-agents
apache,flink-benchmarks,179,92,Java,https://github.com/apache/flink-benchmarks
apache,flink-cdc,6233,2077,Java,https://github.com/apache/flink-cdc
apache,flink-connector-aws,73,73,Java,https://github.com/apache/flink-connector-aws
apache,flink-connector-cassandra,19,28,Java,https://github.com/apache/flink-connector-cassandra
apache,flink-connector-elasticsearch,85,101,Java,https://github.com/apache/flink-connector-elasticsearch
apache,flink-connector-gcp-pubsub,12,25,Java,https://github.com/apache/flink-connector-gcp-pubsub
apache,flink-connector-hbase,31,37,Java,https://github.com/apache/flink-connector-hbase
apache,flink-connector-hive,9,24,Java,https://github.com/apache/flink-connector-hive
apache,flink-connector-http,1,1,,https://github.com/apache/flink-connector-http
apache,flink-connector-jdbc,164,195,Java,https://github.com/apache/flink-connector-jdbc
apache,flink-connector-kafka,163,166,Java,https://github.com/apache/flink-connector-kafka
apache,flink-connector-kudu,5,8,Java,https://github.com/apache/flink-connector-kudu
apache,flink-connector-mongodb,49,30,Java,https://github.com/apache/flink-connector-mongodb
apache,flink-connector-opensearch,22,30,Java,https://github.com/apache/flink-connector-opensearch
apache,flink-connector-prometheus,15,4,Java,https://github.com/apache/flink-connector-prometheus
apache,flink-connector-pulsar,60,72,Java,https://github.com/apache/flink-connector-pulsar
apache,flink-connector-rabbitmq,23,15,Java,https://github.com/apache/flink-connector-rabbitmq
apache,flink-connector-redis-streams,18,4,,https://github.com/apache/flink-connector-redis-streams
apache,flink-connector-shared-utils,14,21,,https://github.com/apache/flink-connector-shared-utils
apache,flink-docker,352,205,Shell,https://github.com/apache/flink-docker
apache,flink-jira-bot,9,7,Python,https://github.com/apache/flink-jira-bot
apache,flink-kubernetes-operator,931,492,Java,https://github.com/apache/flink-kubernetes-operator
apache,flink-ml,325,91,Java,https://github.com/apache/flink-ml
apache,flink-playgrounds,535,251,Java,https://github.com/apache/flink-playgrounds
apache,flink-shaded,138,126,Shell,https://github.com/apache/flink-shaded
apache,flink-statefun,525,184,Java,https://github.com/apache/flink-statefun
apache,flink-statefun-docker,18,14,Shell,https://github.com/apache/flink-statefun-docker
apache,flink-statefun-playground,130,58,Java,https://github.com/apache/flink-statefun-playground
apache,flink-training,991,699,Java,https://github.com/apache/flink-training
apache,flink-web,153,317,HTML,https://github.com/apache/flink-web
apache,fluss,1480,411,Java,https://github.com/apache/fluss
apache,fluss-benchmarks,11,0,,https://github.com/apache/fluss-benchmarks
apache,fluss-rust,9,6,Rust,https://github.com/apache/fluss-rust
apache,fluss-shaded,2,1,Java,https://github.com/apache/fluss-shaded
apache,fluss-website,1,2,,https://github.com/apache/fluss-website
apache,forrest,7,11,XSLT,https://github.com/apache/forrest
apache,fory,3463,303,Java,https://github.com/apache/fory
apache,fory-site,16,21,TypeScript,https://github.com/apache/fory-site
apache,foundation-site,1,3,CSS,https://github.com/apache/foundation-site
apache,freemarker,1056,270,Java,https://github.com/apache/freemarker
apache,freemarker-docgen,5,8,Java,https://github.com/apache/freemarker-docgen
apache,freemarker-generator,35,20,Java,https://github.com/apache/freemarker-generator
apache,freemarker-online-tester,82,45,Java,https://github.com/apache/freemarker-online-tester
apache,freemarker-site,7,17,,https://github.com/apache/freemarker-site
apache,ftpserver,80,55,Java,https://github.com/apache/ftpserver
apache,fundraising-site,1,4,HTML,https://github.com/apache/fundraising-site
apache,geaflow,711,132,Java,https://github.com/apache/geaflow
apache,geaflow-website,1,2,,https://github.com/apache/geaflow-website
apache,geode,2317,690,Java,https://github.com/apache/geode
apache,geode-benchmarks,5,27,Java,https://github.com/apache/geode-benchmarks
apache,geode-dotnet-core-client,6,5,C#,https://github.com/apache/geode-dotnet-core-client
apache,geode-examples,72,77,Java,https://github.com/apache/geode-examples
apache,geode-kafka-connector,5,10,Java,https://github.com/apache/geode-kafka-connector
apache,geode-native,42,51,C++,https://github.com/apache/geode-native
apache,geode-site,5,16,JavaScript,https://github.com/apache/geode-site
apache,geronimo,41,22,Java,https://github.com/apache/geronimo
apache,geronimo-arthur,9,7,Java,https://github.com/apache/geronimo-arthur
apache,geronimo-batchee,7,10,Java,https://github.com/apache/geronimo-batchee
apache,geronimo-config,16,14,Java,https://github.com/apache/geronimo-config
apache,geronimo-devtools,4,4,Java,https://github.com/apache/geronimo-devtools
apache,geronimo-genesis,2,5,Java,https://github.com/apache/geronimo-genesis
apache,geronimo-gshell,11,5,Java,https://github.com/apache/geronimo-gshell
apache,geronimo-health,1,3,Java,https://github.com/apache/geronimo-health
apache,geronimo-jaspi,3,4,Java,https://github.com/apache/geronimo-jaspi
apache,geronimo-javamail,10,15,Java,https://github.com/apache/geronimo-javamail
apache,geronimo-jcache-simple,1,5,Java,https://github.com/apache/geronimo-jcache-simple
apache,geronimo-jwt-auth,7,9,Java,https://github.com/apache/geronimo-jwt-auth
apache,geronimo-mail,1,3,Java,https://github.com/apache/geronimo-mail
apache,geronimo-metrics,2,8,Java,https://github.com/apache/geronimo-metrics
apache,geronimo-microprofile,1,4,Java,https://github.com/apache/geronimo-microprofile
apache,geronimo-openapi,12,16,Java,https://github.com/apache/geronimo-openapi
apache,geronimo-opentracing,2,6,Java,https://github.com/apache/geronimo-opentracing
apache,geronimo-safeguard,5,7,Java,https://github.com/apache/geronimo-safeguard
apache,geronimo-schema-14,2,2,,https://github.com/apache/geronimo-schema-14
apache,geronimo-schema-5,2,3,,https://github.com/apache/geronimo-schema-5
apache,geronimo-schema-6,2,3,,https://github.com/apache/geronimo-schema-6
apache,geronimo-specs,27,30,Java,https://github.com/apache/geronimo-specs
apache,geronimo-txmanager,14,8,Java,https://github.com/apache/geronimo-txmanager
apache,geronimo-website,2,2,HTML,https://github.com/apache/geronimo-website
apache,geronimo-xbean,25,38,Java,https://github.com/apache/geronimo-xbean
apache,geronimo-yoko,3,14,Java,https://github.com/apache/geronimo-yoko
apache,giraph,619,301,Java,https://github.com/apache/giraph
apache,gobblin,2246,751,Java,https://github.com/apache/gobblin
apache,gobblin-site,1,3,HTML,https://github.com/apache/gobblin-site
apache,gora,122,132,Java,https://github.com/apache/gora
apache,gora-site,1,5,HTML,https://github.com/apache/gora-site
apache,grails-cache,22,39,,https://github.com/apache/grails-cache
apache,grails-core,2844,962,Groovy,https://github.com/apache/grails-core
apache,grails-data-hibernate6,3,2,,https://github.com/apache/grails-data-hibernate6
apache,grails-data-mapping,227,199,,https://github.com/apache/grails-data-mapping
apache,grails-doc,203,539,,https://github.com/apache/grails-doc
apache,grails-forge,7,10,,https://github.com/apache/grails-forge
apache,grails-forge-ui,2,3,JavaScript,https://github.com/apache/grails-forge-ui
apache,grails-geb,11,10,,https://github.com/apache/grails-geb
apache,grails-github-actions,2,2,Groovy,https://github.com/apache/grails-github-actions
apache,grails-gradle-plugin,6,9,,https://github.com/apache/grails-gradle-plugin
apache,grails-gradle-publish,2,0,Groovy,https://github.com/apache/grails-gradle-publish
apache,grails-plugins-metadata,2,10,,https://github.com/apache/grails-plugins-metadata
apache,grails-profiles,0,3,,https://github.com/apache/grails-profiles
apache,grails-quartz,80,95,Groovy,https://github.com/apache/grails-quartz
apache,grails-redis,77,49,Groovy,https://github.com/apache/grails-redis
apache,grails-spring-security,265,229,Groovy,https://github.com/apache/grails-spring-security
apache,grails-static-website,28,89,Groovy,https://github.com/apache/grails-static-website
apache,grails-views,57,43,,https://github.com/apache/grails-views
apache,grails-website,0,0,,https://github.com/apache/grails-website
apache,grails-wrapper,3,6,,https://github.com/apache/grails-wrapper
apache,gravitino,1877,617,Java,https://github.com/apache/gravitino
apache,gravitino-playground,59,44,Jupyter Notebook,https://github.com/apache/gravitino-playground
apache,gravitino-site,3,14,HTML,https://github.com/apache/gravitino-site
apache,griffin,1176,591,Scala,https://github.com/apache/griffin
apache,griffin-site,1,11,CSS,https://github.com/apache/griffin-site
apache,groovy,5370,1907,Java,https://github.com/apache/groovy
apache,groovy-dev-site,3,5,HTML,https://github.com/apache/groovy-dev-site
apache,groovy-examples,15,20,Groovy,https://github.com/apache/groovy-examples
apache,groovy-geb,1160,236,Groovy,https://github.com/apache/groovy-geb
apache,groovy-release,2,4,Groovy,https://github.com/apache/groovy-release
apache,groovy-user-site,1,3,Groovy,https://github.com/apache/groovy-user-site
apache,groovy-website,41,67,Groovy,https://github.com/apache/groovy-website
apache,guacamole-client,1566,788,Java,https://github.com/apache/guacamole-client
apache,guacamole-manual,50,52,Jinja,https://github.com/apache/guacamole-manual
apache,guacamole-server,3524,706,C,https://github.com/apache/guacamole-server
apache,guacamole-website,296,122,JavaScript,https://github.com/apache/guacamole-website
apache,hadoop,15294,9123,Java,https://github.com/apache/hadoop
apache,hadoop-api-shim,7,3,Java,https://github.com/apache/hadoop-api-shim
apache,hadoop-common,160,152,Java,https://github.com/apache/hadoop-common
apache,hadoop-downstream-tests,1,0,,https://github.com/apache/hadoop-downstream-tests
apache,hadoop-hdfs,202,114,Java,https://github.com/apache/hadoop-hdfs
apache,hadoop-mapreduce,115,73,Java,https://github.com/apache/hadoop-mapreduce
apache,hadoop-release-support,1,3,Java,https://github.com/apache/hadoop-release-support
apache,hadoop-site,12,39,,https://github.com/apache/hadoop-site
apache,hadoop-thirdparty,5,39,Shell,https://github.com/apache/hadoop-thirdparty
apache,hama,132,71,Java,https://github.com/apache/hama
apache,hamilton,2272,159,Jupyter Notebook,https://github.com/apache/hamilton
apache,hamilton-101,0,0,,https://github.com/apache/hamilton-101
apache,harmony,88,38,Java,https://github.com/apache/harmony
apache,harmony-classlib,6,7,Java,https://github.com/apache/harmony-classlib
apache,harmony-drlvm,14,9,C++,https://github.com/apache/harmony-drlvm
apache,harmony-jdktools,4,5,Java,https://github.com/apache/harmony-jdktools
apache,hawq,695,324,C,https://github.com/apache/hawq
apache,hawq-docs,3,9,HTML,https://github.com/apache/hawq-docs
apache,hawq-site,8,14,CSS,https://github.com/apache/hawq-site
apache,hbase,5400,3371,Java,https://github.com/apache/hbase
apache,hbase-connectors,244,181,Scala,https://github.com/apache/hbase-connectors
apache,hbase-filesystem,10,28,Java,https://github.com/apache/hbase-filesystem
apache,hbase-kustomize,3,2,Shell,https://github.com/apache/hbase-kustomize
apache,hbase-native-client,36,20,C++,https://github.com/apache/hbase-native-client
apache,hbase-operator-tools,182,150,Java,https://github.com/apache/hbase-operator-tools
apache,hbase-site,10,17,HTML,https://github.com/apache/hbase-site
apache,hbase-thirdparty,18,51,Java,https://github.com/apache/hbase-thirdparty
apache,hcatalog,59,44,Java,https://github.com/apache/hcatalog
apache,helix,487,238,Java,https://github.com/apache/helix
apache,hertzbeat,6688,1189,Java,https://github.com/apache/hertzbeat
apache,hertzbeat-collector-go,15,7,Go,https://github.com/apache/hertzbeat-collector-go
apache,hertzbeat-helm-chart,7,4,Smarty,https://github.com/apache/hertzbeat-helm-chart
apache,hive,5797,4776,Java,https://github.com/apache/hive
apache,hive-dev-box,0,0,Shell,https://github.com/apache/hive-dev-box
apache,hive-site,6,27,CSS,https://github.com/apache/hive-site
apache,hop,1238,405,Java,https://github.com/apache/hop
apache,hop-website,19,27,CSS,https://github.com/apache/hop-website
apache,horaedb,2786,222,Rust,https://github.com/apache/horaedb
apache,horaedb-client-go,6,11,Go,https://github.com/apache/horaedb-client-go
apache,horaedb-client-java,22,13,Java,https://github.com/apache/horaedb-client-java
apache,horaedb-client-py,10,6,Rust,https://github.com/apache/horaedb-client-py
apache,horaedb-client-rs,17,16,Rust,https://github.com/apache/horaedb-client-rs
apache,horaedb-docs,7,27,HTML,https://github.com/apache/horaedb-docs
apache,httpasyncclient,84,58,Java,https://github.com/apache/httpasyncclient
apache,httpcomponents-client,1514,981,Java,https://github.com/apache/httpcomponents-client
apache,httpcomponents-core,366,356,Java,https://github.com/apache/httpcomponents-core
apache,httpcomponents-parent,6,10,,https://github.com/apache/httpcomponents-parent
apache,httpcomponents-stylecheck,3,3,Java,https://github.com/apache/httpcomponents-stylecheck
apache,httpcomponents-website,8,28,CSS,https://github.com/apache/httpcomponents-website
apache,httpd,3772,1194,C,https://github.com/apache/httpd
apache,httpd-docs-build,5,5,Perl,https://github.com/apache/httpd-docs-build
apache,httpd-flood,8,4,C,https://github.com/apache/httpd-flood
apache,httpd-mod_fcgid,2,2,C,https://github.com/apache/httpd-mod_fcgid
apache,httpd-site,7,14,HTML,https://github.com/apache/httpd-site
apache,httpd-tests,7,9,Perl,https://github.com/apache/httpd-tests
apache,hudi,5963,2442,Java,https://github.com/apache/hudi
apache,hudi-rs,254,52,Rust,https://github.com/apache/hudi-rs
apache,iceberg,8025,2809,Java,https://github.com/apache/iceberg
apache,iceberg-cpp,145,55,C++,https://github.com/apache/iceberg-cpp
apache,iceberg-docs,42,95,SCSS,https://github.com/apache/iceberg-docs
apache,iceberg-go,330,118,Go,https://github.com/apache/iceberg-go
apache,iceberg-python,878,365,Python,https://github.com/apache/iceberg-python
apache,iceberg-rust,1093,324,Rust,https://github.com/apache/iceberg-rust
apache,iggy,2936,184,Rust,https://github.com/apache/iggy
apache,iggy-setup,0,1,TypeScript,https://github.com/apache/iggy-setup
apache,iggy-website,1,3,CSS,https://github.com/apache/iggy-website
apache,ignite,4985,1921,Java,https://github.com/apache/ignite
apache,ignite-3,264,121,Java,https://github.com/apache/ignite-3
apache,ignite-abbrev-plugin,0,2,Java,https://github.com/apache/ignite-abbrev-plugin
apache,ignite-extensions,53,80,Java,https://github.com/apache/ignite-extensions
apache,ignite-nodejs-thin-client,3,8,TypeScript,https://github.com/apache/ignite-nodejs-thin-client
apache,ignite-php-thin-client,4,4,PHP,https://github.com/apache/ignite-php-thin-client
apache,ignite-python-thin-client,28,21,Python,https://github.com/apache/ignite-python-thin-client
apache,ignite-release,1,7,Shell,https://github.com/apache/ignite-release
apache,ignite-teamcity-bot,10,24,Java,https://github.com/apache/ignite-teamcity-bot
apache,ignite-web-console,2,3,JavaScript,https://github.com/apache/ignite-web-console
apache,ignite-website,12,20,HTML,https://github.com/apache/ignite-website
apache,impala,1242,538,C++,https://github.com/apache/impala
apache,impala-udf-samples,1,0,,https://github.com/apache/impala-udf-samples
apache,incubator,50,48,Python,https://github.com/apache/incubator
apache,incubator-ambari,8,12,Java,https://github.com/apache/incubator-ambari
